Sample,shrew_zone,shrew_tran,Shrew,Transect,Zone,Season,Control,Trap_Site,Date,Sex,Time,Weight
S40,GWTS_Inside,GWTS_South,GWTS,South,Inside,Summer,No,IE52c,29/09/2017,Unknown,13:45,11.6
S41,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,26/02/2018,F,13:30,2.7
S42,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13,27/02/2018,M,16:20,9.9
S43,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,14/03/2018,F,14:00,14.1
S44,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,14/03/2018,M,17:00,11.6
S45,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,14/03/2018,Unknown,18:15,4
S46,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE56,15/03/2018,F,10:30,3.1
S47,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE50,15/03/2018,F,11:45,13.9
S48,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE50,15/03/2018,F,13:00,14
S49,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE56,15/03/2018,M,13:30,3.1
S50,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,15/03/2018,F,17:45,3.2
S51,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,15/03/2018,M,17:45,3.9
S52,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,15/03/2018,F,17:45,10.2
S53,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE52b,17/03/2018,Unknown,14:00,10.2
S54,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE52b,17/03/2018,Unknown,14:05,11.7
S55,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE52b,17/03/2018,M,14:30,9.9
S56,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE52b,17/03/2018,Unknown,14:30,9.4
S57,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE52b,17/03/2018,M,14:45,9.8
S58,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE57,17/03/2018,M,15:00,11.4
S59,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE57,17/03/2018,F,15:00,9.9
S60,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE57,17/03/2018,F,15:00,8.8
S61,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE57,17/03/2018,M,15:45,11.1
S62,GWTS_Inside,GWTS_South,GWTS,South,Inside,Winter,No,IE57,17/03/2018,M,15:45,11.9
S63,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,05/04/2018,F,13:00,3.5
S64,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,05/04/2018,F,13:00,3.4
S65,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,05/04/2018,M,13:00,13
S66,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,05/04/2018,M,13:00,13.6
S67,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,05/04/2018,M,16:45,4.8
S68,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,05/04/2018,M,18:00,4.9
S69,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,05/04/2018,F,18:00,3.8
S70,Pygmy_Edge,Pygmy_South,Pygmy,South,Edge,Winter,No,IE13B,05/04/2018,M,18:00,5
S71,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,05/04/2018,F,18:00,12.8
S72,GWTS_Edge,GWTS_South,GWTS,South,Edge,Winter,No,IE13B,05/04/2018,F,18:00,13.6
S73,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,06/04/2018,M,10:30,4.9
S74,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,06/04/2018,M,10:30,4.7
S75,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,06/04/2018,F,10:30,4
S76,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,06/04/2018,F,10:30,3.7
S77,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,06/04/2018,F,10:30,3.3
S78,Pygmy_Outside,Pygmy_South,Pygmy,South,Outside,Winter,No,IE48,06/04/2018,F,12:45,3.8
W01,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,11:30,12.2
W02,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,13:00,11.8
W03,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,13:00,10.8
W04,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,13:00,9.2
W05,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,16:00,12.6
W06,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,16:00,9.6
W07,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,16:00,9
W08,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,16:00,9.4
W09,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,19/08/2017,Unknown,16:00,8
W10,GWTS_Inside,GWTS_West,GWTS,West,Inside,Summer,No,IE38,20/08/2017,Unknown,13:00,11.3
W11,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE29,22/08/2017,Unknown,13:00,3.7
W12,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE29,22/08/2017,Unknown,15:00,3.3
W13,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE29,22/08/2017,Unknown,17:00,3.4
W14,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE39,23/08/2017,Unknown,13:00,3.2
W15,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE30,23/08/2017,Unknown,14:00,3.2
W16,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE30,23/08/2017,Unknown,16:00,3.2
W17,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE30,23/08/2017,Unknown,16:00,3.5
W18,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE39,23/08/2017,Unknown,18:15,3
W19,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,24/08/2017,Unknown,14:00,9.7
W20,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,24/08/2017,Unknown,14:00,10.2
W21,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37,24/08/2017,Unknown,14:30,3.5
W22,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,24/08/2017,Unknown,14:30,10.1
W23,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,24/08/2017,Unknown,17:00,12.5
W24,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37,25/08/2017,Unknown,11:00,3.4
W25,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,25/08/2017,Unknown,12:00,10.2
W26,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,25/08/2017,Unknown,13:30,10.8
W27,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,05/09/2017,Unknown,14:30,7.8
W28,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37,05/09/2017,Unknown,16:00,3.4
W29,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,05/09/2017,Unknown,14:30,12
W30,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,05/09/2017,Unknown,14:30,11
W31,GWTS_Edge,GWTS_West,GWTS,West,Edge,Summer,No,IE37,05/09/2017,Unknown,14:45,11.4
W32,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37,05/09/2017,Unknown,17:45,3
W33,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37B,06/09/2017,Unknown,11:00,3.1
W34,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37B,06/09/2017,Unknown,11:30,3
W35,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37B,06/09/2017,Unknown,13:45,3.4
W36,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Summer,No,IE37B,06/09/2017,Unknown,14:20,3.1
W37,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE43,07/09/2017,Unknown,12:30,3.1
W38,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Summer,No,IE43,07/09/2017,Unknown,12:45,3.3
W59,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,21/02/2018,F,11:00,3.1
W60,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,21/02/2018,F,11:15,3.1
W61,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,21/02/2018,M,11:15,3.1
W62,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,M,11:45,12.1
W63,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,21/02/2018,M,13:15,2.9
W64,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,F,13:15,12.2
W65,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,M,13:15,10.6
W66,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,M,13:15,9
W67,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,F,14:00,12.6
W68,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,F,15:00,12.7
W69,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE35B,21/02/2018,M,15:15,11.4
W70,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,21/02/2018,F,16:30,3.2
W71,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,21/02/2018,M,16:30,3.1
W72,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE54,22/02/2018,F,16:00,9.8
W73,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE54,22/02/2018,M,16:00,9.2
W74,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE54,22/02/2018,F,17:15,4
W75,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE54,22/02/2018,F,17:15,14
W76,GWTS_Edge,GWTS_West,GWTS,West,Edge,Winter,No,IE54,22/02/2018,M,17:15,11
W77,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,22/02/2018,M,18:15,2.9
W78,Pygmy_Edge,Pygmy_West,Pygmy,West,Edge,Winter,No,IE35B,22/02/2018,M,18:15,3
W79,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Winter,No,IE31B,23/02/2018,M,11:15,2.9
W80,Pygmy_Outside,Pygmy_West,Pygmy,West,Outside,Winter,No,IE31B,23/02/2018,M,12:45,2.9
